X,Y,Z,user
-0.047884,0.019154,9.979033,1
-0.038307,0.021548,9.981427,1
-0.04549,0.026336,9.974244,1
-0.043096,0.026336,9.981427,1
-0.043096,0.023942,9.967062,1
-0.04549,0.019154,9.976639,1
-0.047884,0.016759,9.967062,1
-0.035913,0.023942,9.97185,1
-0.043096,0.023942,9.959879,1
-0.040701,0.023942,9.967062,1
-0.043096,0.019154,9.979033,1
-0.038307,0.016759,9.981427,1
-0.038307,0.023942,9.981427,1
-0.038307,0.02873,9.97185,1
-0.038307,0.031125,9.974244,1
-0.040701,0.021548,9.974244,1
-0.047884,0.021548,9.97185,1
-0.040701,0.021548,9.974244,1
-0.050278,0.023942,9.969456,1
-0.055067,0.023942,9.981427,1
-0.047884,0.023942,9.983821,1
-0.043096,0.021548,9.981427,1
-0.04549,0.033519,9.981427,1
-0.035913,0.02873,9.976639,1
-0.047884,0.023942,9.983821,1
-0.038307,0.021548,9.974244,1
-0.047884,0.02873,9.976639,1
-0.038307,0.021548,9.983821,1
-0.031125,0.021548,9.969456,1
-0.050278,0.019154,9.979033,1
-0.031125,0.021548,9.991004,1
-0.038307,0.023942,9.986216,1
-0.04549,0.009577,9.962274,1
-0.038307,0.019154,9.97185,1
-0.035913,0.031125,9.974244,1
-0.038307,0.023942,9.974244,1
-0.043096,0.019154,9.988609,1
-0.038307,0.031125,9.969456,1
-0.038307,0.021548,9.988609,1
-0.040701,0.016759,9.979033,1
-0.052672,0.023942,9.976639,1
-0.040701,0.021548,9.976639,1
-0.009577,0.057461,9.974244,1
-0.019154,0.035913,9.969456,1
-0.019154,0.02873,9.97185,1
-0.040701,0.031125,9.991004,1
-0.059855,0.035913,9.97185,1
-0.071826,0.019154,9.979033,1
-0.057461,0.014365,9.981427,1
-0.057461,0.021548,9.981427,1
-0.033519,0.021548,9.986216,1
-0.035913,0.007183,9.969456,1
-0.033519,-0.002394,9.993398,1
-0.047884,0.011971,9.981427,1
-0.04549,0.023942,9.981427,1
-0.064643,0.016759,9.976639,1
-0.050278,0.019154,9.979033,1
-0.047884,0.023942,9.991004,1
-0.043096,0.026336,9.983821,1
-0.040701,0.019154,9.986216,1
-0.035913,0.016759,9.986216,1
-0.04549,0.019154,9.974244,1
-0.047884,0.026336,9.976639,1
-0.043096,0.019154,9.979033,1
-0.043096,0.023942,9.976639,1
-0.04549,0.019154,9.976639,1
-0.038307,0.021548,9.976639,1
-0.033519,0.011971,9.976639,1
-0.043096,0.016759,9.981427,1
-0.040701,0.026336,9.986216,1
-0.047884,0.026336,9.993398,1
-0.043096,0.021548,9.981427,1
-0.050278,0.021548,9.974244,1
-0.040701,0.019154,9.969456,1
-0.047884,0.021548,9.97185,1
-0.038307,0.019154,9.979033,1
-0.035913,0.023942,9.969456,1
-0.040701,0.021548,9.974244,1
-0.040701,0.057461,10.09156,1
-0.047884,0.02873,10.010158,1
-0.040701,0.038307,9.974244,1
-0.035913,0.031125,9.979033,1
-0.035913,0.038307,9.969456,1
-0.040701,0.04549,9.969456,1
-0.04549,0.038307,9.979033,1
-0.031125,0.033519,9.969456,1
-0.033519,0.02873,9.964667,1
-0.043096,0.021548,9.974244,1
-0.047884,0.014365,9.983821,1
-0.031125,0.009577,9.979033,1
-0.052672,0.016759,9.995792,1
-0.04549,0.016759,9.976639,1
-0.062249,0.033519,9.97185,1
-0.055067,0.014365,9.969456,1
-0.047884,0.021548,9.979033,1
-0.040701,0.016759,9.988609,1
-0.040701,0.016759,9.967062,1
-0.043096,0.021548,9.97185,1
-0.04549,0.02873,9.988609,1
-0.050278,0.021548,9.979033,1
-0.052672,0.016759,9.981427,1
-0.040701,0.021548,9.998186,1
-0.043096,0.019154,9.976639,1
-0.047884,0.019154,9.974244,1
-0.038307,0.02873,9.979033,1
-0.050278,0.023942,9.983821,1
-0.040701,0.026336,9.983821,1
-0.055067,0.02873,9.979033,1
-0.043096,0.023942,9.991004,1
-0.047884,0.014365,9.986216,1
-0.043096,0.02873,9.988609,1
-0.038307,0.014365,9.986216,1
-0.035913,0.02873,9.986216,1
-0.043096,0.023942,9.981427,1
-0.035913,0.026336,9.981427,1
-0.038307,0.026336,9.993398,1
-0.043096,0.023942,9.995792,1
-0.055067,0.011971,9.97185,1
-0.047884,0.016759,9.979033,1
-0.043096,0.021548,9.986216,1
-0.052672,0.009577,9.983821,1
-0.040701,0.019154,9.979033,1
-0.050278,0.023942,9.983821,1
-0.043096,0.023942,9.986216,1
-0.052672,0.021548,9.983821,1
-0.043096,0.016759,9.993398,1
-0.038307,0.014365,9.983821,1
-0.04549,0.021548,9.988609,1
-0.040701,0.021548,9.974244,1
-0.050278,0.026336,9.983821,1
-0.038307,0.016759,9.988609,1
-0.055067,0.02873,9.993398,1
-0.055067,0.019154,9.974244,1
-0.043096,0.021548,9.983821,1
-0.050278,0.021548,9.991004,1
-0.043096,0.021548,9.981427,1
-0.043096,0.014365,9.974244,1
-0.047884,0.021548,9.981427,1
-0.038307,0.023942,9.995792,1
-0.033519,0.02873,9.981427,1
-0.047884,0.02873,9.97185,1
-0.04549,0.021548,9.988609,1
-0.038307,0.019154,9.981427,1
-0.047884,0.019154,9.97185,1
-0.035913,0.004788,9.979033,1
-0.040701,0.019154,9.988609,1
-0.035913,0.026336,9.976639,1
-0.057461,0.019154,9.991004,1
-0.04549,0.031125,9.967062,1
-0.04549,0.02873,9.974244,1
-0.04549,0.031125,9.974244,1
-0.038307,0.021548,9.974244,1
-0.047884,0.019154,9.976639,1
-0.038307,0.023942,9.988609,1
-0.040701,0.019154,9.976639,1
-0.047884,0.026336,9.983821,1
-0.040701,0.023942,9.981427,1
-0.038307,0.014365,9.974244,1
-0.047884,0.026336,9.974244,1
-0.040701,0.016759,9.976639,1
-0.035913,0.023942,9.967062,1
-0.052672,0.021548,9.976639,1
-0.040701,0.019154,9.97185,1
-0.038307,0.014365,9.981427,1
-0.050278,0.016759,9.983821,1
-0.043096,0.02873,9.97185,1
-0.047884,0.019154,9.976639,1
-0.04549,0.021548,9.981427,1
-0.043096,0.033519,9.986216,1
-0.043096,0.02873,9.983821,1
-0.040701,0.026336,9.974244,1
-0.047884,0.016759,9.97185,1
-0.035913,0.023942,9.97185,1
-0.043096,0.021548,9.979033,1
-0.033519,0.026336,9.993398,1
-0.038307,0.016759,9.974244,1
-0.052672,0.031125,9.974244,1
-0.040701,0.021548,9.976639,1
-0.047884,0.035913,9.974244,1
-0.052672,0.019154,9.981427,1
-0.043096,0.014365,9.97185,1
-0.047884,0.014365,9.979033,1
-0.047884,0.02873,9.986216,1
-0.04549,0.019154,9.976639,1
-0.038307,0.023942,9.991004,1
-0.038307,0.023942,9.983821,1
-0.035913,0.02873,9.979033,1
-0.04549,0.021548,9.979033,1
-0.040701,0.023942,9.974244,1
-0.052672,0.023942,9.97185,1
-0.04549,0.02873,9.981427,1
-0.04549,0.026336,9.991004,1
-0.04549,0.016759,9.983821,1
-0.035913,0.023942,9.995792,1
-0.047884,0.023942,9.986216,1
-0.047884,0.021548,9.986216,1
-0.043096,0.026336,9.974244,1
-0.040701,0.019154,9.981427,1
-0.040701,0.019154,9.983821,1
-0.040701,0.026336,9.981427,1
-0.043096,0.016759,9.97185,1
-0.04549,0.02873,9.988609,1
-0.043096,0.014365,9.976639,1
-0.040701,0.011971,9.983821,1
-0.047884,0.026336,9.974244,1
-0.04549,0.016759,9.976639,1
-0.040701,0.007183,9.983821,1
-0.040701,0.014365,9.991004,1
-0.047884,0.019154,9.979033,1
-0.04549,0.016759,9.991004,1
-0.033519,0.016759,9.981427,1
-0.038307,0.023942,9.983821,1
-0.038307,0.023942,9.979033,1
-0.052672,0.026336,9.986216,1
-0.040701,0.02873,9.981427,1
-0.038307,0.014365,9.979033,1
-0.033519,0.031125,9.981427,1
-0.043096,0.026336,9.986216,1
-0.040701,0.023942,9.988609,1
-0.04549,0.021548,9.981427,1
-0.04549,0.021548,9.967062,1
-0.040701,0.02873,9.97185,1
-0.033519,0.031125,9.981427,1
-0.047884,0.031125,9.993398,1
-0.040701,0.02873,9.979033,1
-0.040701,0.031125,9.979033,1
-0.057461,0.026336,9.976639,1
-0.04549,0.033519,9.967062,1
-0.038307,0.02873,9.986216,1
-0.038307,0.016759,9.976639,1
-0.043096,0.033519,9.976639,1
-0.038307,0.019154,9.97185,1
-0.047884,0.023942,9.981427,1
-0.043096,0.031125,9.981427,1
-0.040701,0.023942,9.983821,1
-0.04549,0.026336,9.979033,1
-0.047884,0.021548,9.979033,1
-0.04549,0.023942,9.981427,1
-0.040701,0.019154,9.967062,1
-0.047884,0.021548,9.979033,1
-0.04549,0.023942,9.988609,1
-0.04549,0.014365,9.981427,1
-0.033519,0.016759,9.979033,1
-0.043096,0.019154,9.981427,1
-0.047884,0.019154,9.976639,1
-0.04549,0.021548,9.979033,1
-0.043096,0.026336,9.981427,1
-0.038307,0.021548,9.979033,1
-0.038307,0.02873,9.983821,1
-0.040701,0.019154,9.979033,1
-0.040701,0.038307,9.974244,1
-0.040701,0.021548,9.979033,1
-0.043096,0.026336,9.974244,1
-0.038307,0.019154,9.97185,1
-0.040701,0.026336,9.981427,1
-0.038307,0.026336,9.988609,1
-0.043096,0.026336,9.974244,1
-0.04549,0.033519,9.976639,1
-0.043096,0.023942,9.976639,1
-0.040701,0.016759,9.988609,1
-0.038307,0.021548,9.988609,1
-0.033519,0.026336,9.979033,1
-0.047884,0.033519,9.981427,1
-0.038307,0.035913,9.974244,1
-0.047884,0.023942,9.998186,1
-0.04549,0.02873,9.979033,1
-0.043096,0.021548,9.986216,1
-0.035913,0.033519,9.979033,1
-0.047884,0.023942,9.981427,1
-0.038307,0.016759,9.979033,1
-0.040701,0.019154,9.986216,1
-0.043096,0.026336,9.981427,1
-0.047884,0.011971,9.991004,1
-0.038307,0.026336,9.993398,1
-0.04549,0.021548,9.986216,1
-0.055067,0.021548,9.988609,1
-0.047884,0.02873,9.986216,1
-0.038307,0.026336,9.976639,1
-0.047884,0.023942,9.974244,1
-0.040701,0.023942,9.981427,1
-0.050278,0.031125,9.988609,1
-0.04549,0.023942,9.983821,1
-0.047884,0.023942,9.986216,1
-0.040701,0.02873,9.979033,1
-0.04549,0.021548,9.995792,1
-0.04549,0.021548,9.979033,1
-0.04549,0.016759,9.976639,1
-0.04549,0.021548,9.979033,1
-0.047884,0.026336,9.983821,1
-0.040701,0.021548,9.976639,1
-0.038307,0.02873,9.974244,1
-0.043096,0.016759,9.986216,1
-0.038307,0.011971,9.976639,1
-0.038307,0.016759,9.969456,1
-0.047884,0.02873,9.967062,1
-0.040701,0.019154,9.974244,1
-0.04549,0.014365,9.979033,1
-0.043096,0.021548,9.983821,1
-0.043096,0.023942,9.97185,1
-0.033519,0.023942,9.981427,1
-0.043096,0.02873,9.979033,1
-0.043096,0.016759,9.964667,1
-0.038307,0.014365,9.974244,1
-0.057461,0.021548,9.97185,1
-0.038307,0.023942,9.986216,1
-0.043096,0.019154,9.974244,1
-0.04549,0.019154,9.976639,1
-0.040701,0.021548,9.974244,1
-0.052672,0.014365,9.97185,1
-0.040701,0.023942,9.974244,1
-0.052672,0.021548,9.964667,1
-0.040701,0.023942,9.981427,1
-0.047884,0.026336,9.981427,1
-0.043096,0.016759,9.974244,1
-0.033519,0.019154,9.979033,1
-0.040701,0.009577,9.969456,1
-0.04549,0.02873,9.981427,1
-0.04549,0.023942,9.976639,1
-0.050278,0.019154,9.974244,1
-0.047884,0.021548,9.981427,1
-0.047884,0.023942,9.986216,1
-0.04549,0.02873,9.97185,1
-0.04549,0.035913,9.967062,1
-0.040701,0.014365,9.981427,1
-0.040701,0.023942,9.979033,1
-0.040701,0.011971,9.983821,1
-0.040701,0.02873,9.981427,1
-0.04549,0.019154,9.981427,1
-0.040701,0.026336,9.967062,1
-0.04549,0.021548,9.974244,1
-0.052672,0.014365,9.998186,1
-0.040701,0.016759,9.979033,1
-0.04549,0.023942,9.983821,1
-0.050278,0.014365,10.000581,1
-0.043096,0.014365,9.988609,1
-0.043096,0.021548,9.983821,1
-0.035913,0.023942,9.981427,1
-0.040701,0.023942,9.979033,1
-0.04549,0.019154,9.983821,1
-0.052672,0.023942,9.988609,1
-0.043096,0.031125,9.976639,1
-0.047884,0.014365,9.952697,1
-0.035913,0.031125,9.979033,1
-0.04549,0.021548,9.983821,1
-0.04549,0.021548,9.976639,1
-0.050278,0.019154,9.991004,1
-0.04549,0.023942,9.979033,1
-0.043096,0.023942,9.986216,1
-0.038307,0.014365,9.995792,1
-0.038307,0.016759,9.962274,1
-0.047884,0.021548,9.986216,1
-0.043096,0.021548,9.988609,1
-0.04549,0.021548,9.979033,1
-0.047884,0.023942,9.976639,1
-0.047884,0.021548,9.974244,1
-0.038307,0.021548,9.981427,1
-0.059855,0.02873,9.993398,1
-0.047884,0.026336,9.986216,1
-0.050278,0.026336,10.002975,1
-0.043096,0.014365,9.976639,1
-0.043096,0.026336,9.974244,1
-0.052672,0.016759,9.983821,1
-0.038307,0.026336,9.986216,1
-0.035913,0.026336,9.969456,1
-0.047884,0.016759,9.962274,1
-0.047884,0.021548,9.974244,1
-0.040701,0.021548,9.97185,1
-0.040701,0.019154,9.97185,1
-0.052672,0.014365,9.988609,1
-0.035913,0.021548,9.981427,1
-0.043096,0.031125,9.97185,1
-0.035913,0.026336,9.97185,1
-0.04549,0.033519,9.979033,1
-0.04549,0.014365,9.988609,1
-0.035913,0.023942,9.974244,1
-0.04549,0.014365,9.981427,1
-0.038307,0.026336,9.969456,1
-0.040701,0.026336,9.981427,1
-0.043096,0.019154,9.969456,1
-0.040701,0.023942,9.981427,1
-0.038307,0.016759,9.988609,1
-0.04549,0.021548,9.981427,1
-0.04549,0.021548,9.974244,1
-0.050278,0.023942,9.967062,1
-0.04549,0.026336,9.979033,1
-0.038307,0.021548,9.979033,1
-0.043096,0.021548,9.986216,1
-0.050278,0.023942,9.964667,1
-0.040701,0.016759,9.974244,1
-0.04549,0.021548,9.986216,1
-0.043096,0.02873,9.950302,1
-0.043096,0.023942,9.995792,1
-0.050278,0.004788,9.988609,1
-0.04549,0.016759,9.97185,1
-0.035913,0.016759,10.000581,1
-0.047884,0.023942,9.993398,1
-0.035913,0.019154,9.976639,1
-0.040701,0.02873,9.988609,1
-0.04549,0.021548,10.002975,1
-0.047884,0.026336,9.983821,1
-0.040701,0.016759,9.974244,1
-0.038307,0.011971,9.974244,1
-0.047884,0.016759,9.995792,1
-0.040701,0.021548,9.988609,1
-0.040701,0.035913,9.979033,1
-0.047884,0.021548,9.97185,1
-0.040701,0.026336,9.979033,1
-0.035913,0.021548,9.983821,1
-0.038307,0.016759,9.988609,1
-0.04549,0.023942,9.995792,1
-0.04549,0.021548,9.979033,1
-0.050278,0.019154,9.967062,1
-0.04549,0.016759,9.983821,1
-0.04549,0.023942,9.991004,1
-0.04549,0.02873,9.976639,1
-0.050278,0.021548,9.986216,1
-0.055067,0.023942,9.974244,1
-0.040701,0.023942,9.988609,1
-0.035913,0.026336,9.988609,1
-0.040701,0.021548,9.974244,1
-0.043096,0.019154,9.986216,1
-0.050278,0.02873,9.974244,1
-0.033519,0.023942,9.981427,1
-0.047884,0.026336,9.976639,1
-0.038307,0.023942,9.97185,1
-0.031125,0.02873,9.986216,1
-0.040701,0.023942,9.974244,1
-0.035913,0.031125,9.976639,1
-0.043096,0.02873,9.991004,1
-0.04549,0.009577,10.043676,1
-0.04549,0.031125,9.976639,1
-0.033519,0.023942,9.979033,1
-0.038307,0.021548,9.959879,1
-0.04549,0.02873,9.988609,1
-0.038307,0.021548,9.986216,1
-0.047884,0.021548,9.959879,1
-0.04549,0.02873,9.981427,1
-0.047884,0.023942,9.981427,1
-0.043096,0.019154,9.981427,1
-0.033519,0.023942,9.988609,1
-0.043096,0.026336,9.981427,1
-0.035913,0.023942,9.976639,1
-0.04549,0.016759,10.010158,1
-0.035913,0.026336,9.976639,1
-0.04549,0.016759,9.969456,1
-0.038307,0.019154,9.976639,1
-0.040701,0.016759,9.981427,1
-0.052672,0.021548,9.979033,1
-0.043096,0.031125,10.002975,1
-0.033519,0.026336,9.979033,1
-0.033519,0.021548,9.981427,1
-0.04549,0.014365,9.969456,1
-0.043096,0.014365,9.979033,1
-0.035913,0.021548,9.976639,1
-0.04549,0.019154,9.988609,1
-0.04549,0.031125,9.979033,1
-0.050278,0.031125,9.967062,1
-0.047884,0.023942,9.979033,1
-0.038307,0.033519,9.986216,1
-0.040701,0.026336,9.976639,1
-0.055067,0.023942,9.986216,1
-0.055067,0.021548,9.988609,1
-0.043096,0.021548,9.979033,1
-0.04549,0.026336,9.979033,1
-0.043096,0.014365,9.986216,1
-0.04549,0.035913,9.979033,1
-0.052672,0.023942,9.979033,1
-0.04549,0.031125,9.979033,1
-0.043096,0.026336,9.981427,1
-0.047884,0.02873,9.979033,1
-0.04549,0.02873,9.979033,1
-0.057461,0.031125,9.97185,1
-0.038307,0.019154,9.974244,1
-0.040701,0.033519,9.981427,1
-0.040701,0.026336,9.976639,1
-0.047884,0.026336,9.998186,1
-0.035913,0.016759,9.981427,1
-0.043096,0.016759,9.981427,1
-0.038307,0.019154,9.993398,1
-0.040701,0.026336,9.986216,1
-0.04549,0.023942,9.988609,1
-0.038307,0.021548,9.979033,1
-0.04549,0.019154,9.993398,1
-0.050278,0.021548,9.967062,1
-0.04549,0.023942,9.988609,1
-0.033519,0.019154,9.979033,1
-0.040701,0.014365,9.962274,1
-0.038307,0.02873,9.991004,1
-0.047884,0.021548,9.991004,1
-0.04549,0.023942,10.002975,1
-0.052672,0.026336,9.993398,1
-0.052672,0.031125,9.983821,1
-0.04549,0.011971,9.974244,1
-0.047884,0.023942,9.995792,1
-0.047884,0.023942,9.97185,1
-0.038307,0.023942,9.979033,1
-0.035913,0.026336,9.957485,1
-0.035913,0.014365,9.993398,1
-0.038307,0.023942,9.981427,1
-0.047884,0.019154,9.976639,1
-0.052672,0.014365,9.995792,1
-0.040701,0.02873,9.97185,1
-0.040701,0.019154,9.986216,1
-0.050278,0.019154,9.983821,1
-0.047884,0.02873,9.995792,1
-0.040701,0.02873,9.983821,1
-0.040701,0.023942,9.979033,1
-0.047884,0.023942,9.981427,1
-0.038307,0.031125,9.969456,1
-0.047884,0.02873,9.981427,1
-0.038307,0.026336,9.974244,1
-0.04549,0.019154,9.974244,1
-0.052672,0.02873,9.976639,1
-0.047884,0.007183,9.962274,1
-0.052672,0.021548,9.976639,1
-0.050278,0.021548,9.979033,1
-0.043096,0.016759,9.97185,1
-0.04549,0.021548,9.983821,1
-0.038307,0.009577,9.964667,1
-0.040701,0.019154,9.979033,1
-0.04549,0.016759,9.969456,1
-0.040701,0.021548,9.974244,1
-0.035913,0.026336,9.976639,1
-0.047884,0.021548,9.983821,1
-0.043096,0.026336,9.981427,1
-0.043096,0.023942,9.974244,1
-0.043096,0.019154,9.983821,1
-0.047884,0.026336,9.986216,1
-0.052672,0.011971,9.979033,1
-0.038307,0.014365,9.979033,1
-0.052672,0.021548,9.979033,1
-0.04549,0.019154,9.967062,1
-0.055067,0.014365,9.986216,1
-0.040701,0.021548,9.983821,1
-0.04549,0.019154,9.976639,1
-0.043096,0.026336,9.979033,1
-0.040701,0.031125,9.979033,1
-0.038307,0.023942,9.979033,1
-0.035913,0.021548,9.964667,1
-0.043096,0.023942,9.986216,1
-0.040701,0.02873,9.983821,1
-0.035913,0.019154,9.981427,1
-0.040701,0.019154,9.986216,1
-0.038307,0.016759,9.988609,1
-0.04549,0.02873,9.981427,1
-0.038307,0.026336,9.986216,1
-0.038307,0.023942,9.981427,1
-0.047884,0.026336,9.981427,1
-0.040701,0.02873,9.983821,1
-0.043096,0.021548,9.981427,1
-0.033519,0.023942,9.979033,1
-0.038307,0.023942,9.983821,1
-0.040701,0.026336,9.981427,1
-0.043096,0.019154,9.983821,1
-0.038307,0.026336,9.983821,1
-0.052672,0.021548,9.991004,1
-0.038307,0.026336,9.981427,1
-0.052672,0.026336,9.993398,1
-0.035913,0.021548,9.995792,1
-0.038307,0.02873,9.983821,1
-0.043096,0.016759,9.976639,1
-0.043096,0.033519,9.97185,1
-0.033519,0.021548,9.986216,1
-0.050278,0.023942,9.979033,1
-0.038307,0.023942,9.986216,1
-0.047884,0.031125,9.976639,1
-0.04549,0.019154,9.981427,1
-0.040701,0.023942,9.979033,1
-0.050278,0.021548,9.979033,1
-0.038307,0.021548,9.983821,1
-0.050278,0.023942,9.976639,1
-0.040701,0.011971,9.974244,1
-0.043096,0.016759,9.991004,1
-0.043096,0.016759,9.979033,1
-0.04549,0.019154,9.979033,1
-0.055067,0.02873,9.967062,1
-0.040701,0.021548,9.986216,1
-0.04549,0.016759,9.97185,1
-0.043096,0.019154,9.979033,1
-0.038307,0.02873,9.979033,1
-0.04549,0.014365,9.986216,1
-0.040701,0.02873,9.969456,1
-0.04549,0.023942,9.976639,1
-0.04549,0.023942,9.976639,1
-0.035913,0.019154,9.967062,1
-0.04549,0.021548,9.97185,1
-0.052672,0.021548,9.959879,1
-0.038307,0.031125,9.979033,1
-0.043096,0.019154,9.993398,1
-0.040701,0.031125,9.981427,1
-0.040701,0.019154,9.97185,1
-0.040701,0.021548,9.962274,1
-0.047884,0.021548,9.976639,1
-0.04549,0.023942,9.976639,1
-0.050278,0.016759,9.988609,1
-0.04549,0.016759,9.976639,1
-0.129287,-0.026336,10.000581,1
-0.059855,0.04549,9.97185,1
-0.002394,0.004788,9.97185,1
0.02873,-0.052672,9.988609,1
0.009577,0.004788,9.986216,1
-0.055067,0.043096,9.986216,1
-0.098162,0.02873,9.979033,1
-0.102951,0.02873,9.969456,1
-0.079009,0.043096,9.986216,1
-0.023942,0.023942,9.979033,1
0.002394,0.002394,9.976639,1
0.002394,0.007183,9.981427,1
-0.021548,0.021548,9.981427,1
-0.067038,0.023942,9.988609,1
-0.079009,0.035913,9.993398,1
-0.069432,0.040701,9.967062,1
-0.059855,0.023942,9.981427,1
-0.033519,0.011971,9.991004,1
-0.021548,0.009577,9.986216,1
-0.019154,0.019154,9.976639,1
-0.033519,0.019154,9.981427,1
-0.059855,0.026336,9.969456,1
-0.057461,0.02873,9.981427,1
-0.050278,0.02873,9.988609,1
-0.047884,0.009577,9.981427,1
-0.026336,0.014365,9.967062,1
-0.023942,0.021548,9.979033,1
-0.040701,0.023942,9.976639,1
-0.040701,0.02873,9.974244,1
-0.057461,0.023942,9.976639,1
-0.055067,0.02873,9.981427,1
-0.038307,0.02873,9.983821,1
-0.047884,0.019154,9.986216,1
-0.038307,0.019154,9.979033,1
-0.031125,0.021548,9.991004,1
-0.033519,0.023942,9.983821,1
-0.04549,0.031125,9.967062,1
-0.050278,0.021548,9.979033,1
-0.050278,0.035913,9.976639,1
-0.031125,0.031125,9.969456,1
-0.040701,0.019154,9.986216,1
-0.033519,0.016759,9.983821,1
-0.035913,0.023942,9.976639,1
-0.038307,0.023942,9.988609,1
-0.050278,-0.011971,9.900024,1
-0.038307,0.011971,9.974244,1
-0.035913,0.02873,9.976639,1
-0.047884,0.016759,9.974244,1
-0.038307,0.016759,9.969456,1
-0.052672,0.02873,9.976639,1
-0.038307,0.031125,9.979033,1
-0.047884,0.021548,9.981427,1
-0.043096,0.031125,9.974244,1
-0.047884,0.021548,9.979033,1
-0.047884,0.021548,9.983821,1
-0.033519,0.009577,9.969456,1
-0.04549,0.021548,9.981427,1
-0.038307,0.011971,9.983821,1
-0.04549,0.026336,9.974244,1
-0.050278,0.021548,9.979033,1
-0.047884,0.026336,9.967062,1
-0.047884,0.016759,9.969456,1
-0.047884,0.016759,9.974244,1
-0.055067,0.016759,9.979033,1
-0.031125,0.033519,9.981427,1
-0.04549,0.021548,9.97185,1
-0.050278,0.014365,9.981427,1
-0.04549,0.023942,9.969456,1
-0.038307,0.023942,9.983821,1
-0.047884,0.019154,9.983821,1
-0.047884,0.026336,9.969456,1
-0.047884,0.011971,9.969456,1
-0.04549,0.021548,9.976639,1
-0.050278,0.023942,9.981427,1
-0.050278,0.023942,9.979033,1
-0.050278,0.019154,9.988609,1
-0.033519,0.016759,9.986216,1
-0.040701,0.02873,9.988609,1
-0.047884,0.023942,10.029311,1
-0.043096,0.021548,9.969456,1
-0.047884,0.021548,9.964667,1
-0.04549,0.021548,10.010158,1
-0.047884,0.026336,10.029311,1
-0.047884,0.019154,9.983821,1
-0.047884,0.031125,9.981427,1
-0.043096,0.031125,10.007763,1
-0.047884,0.009577,10.000581,1
-0.04549,0.021548,9.983821,1
-0.038307,0.016759,9.97185,1
-0.043096,0.016759,9.981427,1
-0.040701,0.021548,9.967062,1
-0.047884,0.02873,9.955091,1
-0.038307,0.02873,9.979033,1
-0.047884,0.031125,9.991004,1
-0.047884,0.02873,9.979033,1
-0.043096,0.021548,9.976639,1
-0.043096,0.026336,9.969456,1
-0.038307,0.023942,9.988609,1
-0.047884,0.021548,9.981427,1
-0.038307,0.021548,9.976639,1
-0.040701,0.014365,9.97185,1
-0.040701,0.019154,9.981427,1
-0.047884,0.026336,9.97185,1
-0.052672,0.023942,9.979033,1
-0.038307,0.021548,9.976639,1
-0.040701,0.02873,9.981427,1
-0.04549,0.026336,9.981427,1
-0.038307,0.021548,9.991004,1
-0.040701,0.021548,9.974244,1
-0.038307,0.019154,9.979033,1
-0.052672,0.016759,9.97185,1
-0.047884,0.019154,9.981427,1
-0.038307,0.02873,9.974244,1
-0.04549,0.02873,9.97185,1
-0.047884,0.023942,9.986216,1
-0.043096,0.023942,9.979033,1
-0.040701,0.021548,9.976639,1
-0.035913,0.023942,9.962274,1
-0.040701,0.031125,9.94312,1
-0.033519,0.014365,9.986216,1
-0.050278,0.035913,9.986216,1
-0.047884,0.019154,9.976639,1
-0.038307,0.019154,9.979033,1
-0.038307,0.016759,9.986216,1
-0.040701,-0.009577,9.974244,1
-0.04549,0.031125,9.959879,1
-0.052672,0.02873,9.995792,1
-0.047884,0.007183,9.97185,1
-0.047884,0.021548,9.964667,1
-0.050278,0.033519,9.974244,1
-0.04549,0.031125,9.974244,1
-0.04549,0.02873,9.964667,1
-0.035913,0.023942,9.964667,1
-0.031125,0.019154,9.959879,1
-0.043096,0.019154,9.976639,1
-0.035913,0.019154,9.964667,1
-0.040701,0.02873,9.964667,1
-0.047884,0.026336,9.974244,1
-0.055067,0.019154,9.967062,1
-0.040701,0.023942,9.962274,1
-0.047884,0.023942,9.967062,1
-0.038307,0.021548,9.97185,1
-0.047884,0.02873,9.97185,1
-0.047884,0.026336,9.964667,1
-0.040701,0.02873,9.974244,1
-0.035913,0.023942,9.957485,1
-0.047884,0.023942,9.964667,1
-0.040701,0.019154,9.964667,1
-0.050278,0.014365,9.97185,1
-0.04549,0.026336,9.97185,1
-0.055067,0.019154,9.976639,1
-0.043096,0.023942,9.957485,1
-0.047884,0.021548,9.969456,1
-0.04549,0.026336,9.97185,1
-0.040701,0.023942,9.981427,1
-0.047884,0.026336,9.976639,1
-0.043096,0.019154,9.962274,1
-0.043096,0.016759,9.964667,1
-0.035913,0.02873,9.981427,1
-0.047884,0.02873,9.969456,1
-0.052672,0.021548,9.974244,1
-0.047884,0.026336,9.969456,1
-0.050278,0.026336,9.979033,1
-0.035913,0.035913,9.962274,1
-0.043096,0.023942,9.974244,1
-0.040701,0.031125,9.981427,1
-0.038307,0.026336,9.976639,1
-0.047884,0.021548,9.974244,1
-0.050278,0.026336,9.979033,1
-0.040701,0.023942,9.974244,1
-0.043096,0.016759,9.962274,1
-0.035913,0.02873,9.97185,1
-0.050278,0.033519,9.967062,1
-0.040701,0.02873,9.986216,1
-0.047884,0.021548,9.97185,1
-0.047884,0.023942,9.974244,1
-0.038307,0.016759,9.969456,1
-0.040701,0.023942,9.981427,1
-0.04549,0.023942,9.967062,1
-0.047884,0.02873,9.976639,1
-0.040701,0.026336,9.974244,1
