X,Y,Z,user
-0.040701,0.02873,9.979033,1
-0.047884,0.016759,9.986216,1
-0.047884,0.021548,9.981427,1
-0.04549,0.023942,9.981427,1
-0.035913,0.019154,9.983821,1
-0.043096,0.016759,9.988609,1
-0.04549,0.021548,9.974244,1
-0.04549,0.023942,9.97185,1
-0.047884,0.016759,9.983821,1
-0.04549,0.016759,9.974244,1
-0.040701,0.02873,9.976639,1
-0.035913,0.02873,9.981427,1
-0.047884,0.021548,9.986216,1
-0.050278,0.021548,9.967062,1
-0.052672,0.031125,9.97185,1
-0.04549,0.019154,9.986216,1
-0.057461,0.014365,9.97185,1
-0.059855,0.023942,9.97185,1
-0.04549,0.021548,9.974244,1
-0.055067,0.031125,9.974244,1
-0.043096,0.023942,9.988609,1
-0.04549,0.023942,9.983821,1
-0.038307,0.031125,9.979033,1
-0.040701,0.019154,9.991004,1
-0.052672,0.021548,9.981427,1
-0.047884,0.026336,9.983821,1
-0.038307,0.019154,9.991004,1
-0.038307,0.026336,9.979033,1
-0.040701,0.019154,9.986216,1
-0.047884,0.021548,9.986216,1
-0.043096,0.019154,9.991004,1
-0.040701,0.016759,9.991004,1
-0.043096,0.021548,9.97185,1
-0.040701,0.023942,9.981427,1
-0.043096,0.026336,9.993398,1
-0.043096,0.021548,9.983821,1
-0.052672,0.023942,9.986216,1
-0.043096,0.026336,9.981427,1
-0.04549,0.019154,9.991004,1
-0.04549,0.023942,9.986216,1
-0.043096,0.023942,9.97185,1
-0.040701,0.014365,9.983821,1
-0.040701,0.026336,9.976639,1
-0.043096,0.019154,9.983821,1
-0.04549,0.011971,9.983821,1
-0.04549,0.019154,9.97185,1
-0.038307,0.023942,9.986216,1
-0.038307,0.02873,9.986216,1
-0.040701,0.019154,9.979033,1
-0.033519,0.02873,9.974244,1
-0.040701,0.021548,9.986216,1
-0.040701,0.023942,9.979033,1
-0.047884,0.026336,9.988609,1
-0.047884,0.021548,9.991004,1
-0.038307,0.023942,9.976639,1
-0.04549,0.021548,9.991004,1
-0.047884,0.031125,9.979033,1
-0.050278,0.021548,9.991004,1
-0.047884,0.019154,9.993398,1
-0.04549,0.026336,9.993398,1
-0.04549,0.026336,9.998186,1
-0.043096,0.026336,9.986216,1
-0.047884,0.026336,10.002975,1
-0.047884,0.019154,10.01734,1
-0.035913,0.016759,10.024523,1
-0.047884,0.035913,10.007763,1
-0.050278,0.021548,9.97185,1
-0.038307,0.02873,9.986216,1
-0.043096,0.031125,9.986216,1
-0.040701,0.021548,9.986216,1
-0.052672,0.02873,9.979033,1
-0.052672,0.023942,9.974244,1
-0.04549,0.021548,9.988609,1
-0.047884,0.019154,9.981427,1
-0.031125,0.023942,9.998186,1
-0.033519,0.014365,9.900024,1
-0.04549,0.019154,9.919178,1
-0.057461,0.035913,10.007763,1
-0.040701,0.023942,10.010158,1
-0.043096,0.021548,9.986216,1
-0.055067,0.023942,9.969456,1
-0.050278,0.021548,9.981427,1
-0.038307,0.014365,9.97185,1
-0.038307,0.021548,9.964667,1
-0.055067,0.021548,9.981427,1
-0.050278,0.021548,9.979033,1
-0.038307,0.021548,9.97185,1
-0.04549,0.031125,9.986216,1
-0.038307,0.021548,9.97185,1
-0.043096,0.02873,9.974244,1
-0.04549,0.016759,9.981427,1
-0.04549,0.031125,9.983821,1
-0.047884,0.026336,9.988609,1
-0.043096,0.026336,9.986216,1
-0.043096,0.02873,9.983821,1
-0.043096,0.026336,9.981427,1
-0.040701,0.016759,9.97185,1
