Var1_Timestamp,X,Var2_Timestamp,Y,Var3_Timestamp,Z
15-Feb-2025 08:23:17.155,0.098106,15-Feb-2025 08:23:17.155,0.088534,15-Feb-2025 08:23:17.155,9.839287
15-Feb-2025 08:23:17.175,0.112463,15-Feb-2025 08:23:17.175,0.083749,15-Feb-2025 08:23:17.175,9.844072
15-Feb-2025 08:23:17.195,0.112463,15-Feb-2025 08:23:17.195,0.064606,15-Feb-2025 08:23:17.195,9.853643
15-Feb-2025 08:23:17.215,0.088534,15-Feb-2025 08:23:17.215,0.069392,15-Feb-2025 08:23:17.215,9.848858
15-Feb-2025 08:23:17.235,0.112463,15-Feb-2025 08:23:17.235,0.078963,15-Feb-2025 08:23:17.235,9.848858
15-Feb-2025 08:23:17.255,0.112463,15-Feb-2025 08:23:17.255,0.083749,15-Feb-2025 08:23:17.255,9.848858
15-Feb-2025 08:23:17.275,0.102891,15-Feb-2025 08:23:17.275,0.069392,15-Feb-2025 08:23:17.275,9.858429
15-Feb-2025 08:23:17.295,0.107677,15-Feb-2025 08:23:17.295,0.074178,15-Feb-2025 08:23:17.295,9.858429
15-Feb-2025 08:23:17.315,0.107677,15-Feb-2025 08:23:17.315,0.069392,15-Feb-2025 08:23:17.315,9.848858
15-Feb-2025 08:23:17.335,0.107677,15-Feb-2025 08:23:17.335,0.083749,15-Feb-2025 08:23:17.335,9.858429
15-Feb-2025 08:23:17.355,0.09332,15-Feb-2025 08:23:17.355,0.09332,15-Feb-2025 08:23:17.355,9.853643
15-Feb-2025 08:23:17.375,0.117248,15-Feb-2025 08:23:17.375,0.088534,15-Feb-2025 08:23:17.375,9.848858
15-Feb-2025 08:23:17.395,0.107677,15-Feb-2025 08:23:17.395,0.09332,15-Feb-2025 08:23:17.395,9.848858
15-Feb-2025 08:23:17.415,0.098106,15-Feb-2025 08:23:17.415,0.083749,15-Feb-2025 08:23:17.415,9.863214
15-Feb-2025 08:23:17.435,0.112463,15-Feb-2025 08:23:17.435,0.069392,15-Feb-2025 08:23:17.435,9.848858
15-Feb-2025 08:23:17.455,0.107677,15-Feb-2025 08:23:17.455,0.078963,15-Feb-2025 08:23:17.455,9.858429
15-Feb-2025 08:23:17.475,0.107677,15-Feb-2025 08:23:17.475,0.083749,15-Feb-2025 08:23:17.475,9.863214
15-Feb-2025 08:23:17.495,0.09332,15-Feb-2025 08:23:17.495,0.078963,15-Feb-2025 08:23:17.495,9.858429
15-Feb-2025 08:23:17.515,0.112463,15-Feb-2025 08:23:17.515,0.074178,15-Feb-2025 08:23:17.515,9.868599
15-Feb-2025 08:23:17.535,0.112463,15-Feb-2025 08:23:17.535,0.078963,15-Feb-2025 08:23:17.535,9.848858
15-Feb-2025 08:23:17.555,0.107677,15-Feb-2025 08:23:17.555,0.083749,15-Feb-2025 08:23:17.555,9.853643
